text,is_question
"админ, чекни баг. приложение вайба крашится, когда жму ""применить бонусы"". тикеты на King Krule в ""Milo Concert Hall"" (Нижний Новгород)",1
"Администратор, вопрос. При попытке списания баллов на Mac DeMarco в ""A2 Green Concert"", сумма к оплате уменьшается, но при переходе на страницу банка снова становится полной. Что это",1
"Уважаемая поддержка Vibe. Я столкнулся с технической проблемой: невозможно применить бонусы к заказу #889911 (билеты на Нину Кравиц в ""Mutabor""). Прошу содействия.",1
"Пытаюсь оформить заказ #761446 через ваше приложение в вайбэппе., но я дохожу до страницы ввода данных банковской карты, но возможность использовать бонусы не появляется.. возможно, я что-то упускаю? требуется ли выполнить какие-то дополнительные действия?",1
"Привет. Объясните, как работают баллы? Я хочу пойти на Пасош в ""Ионотеке"".",1
"Хаю-хай. Объясните, как работают бонусные баллы? Я хочу пойти на Альбину Сексову в Ионотеке, СПб.",1
"Добрый вечер. Расскажите, пожалуйста, о лимитах списания баллов. Могу ли я оплатить 100% стоимости билета на Антоху МС в Powerhouse?",1
"Эй, админ, есть дело. Я выбрал билеты, перешел к оплате, а поле для баллов неактивно. Что за приколы? Концерт ""СБПЧ"" в ""Академклубе"".",1
"сммщик, ты красавчик, но приложение ваше нет. не дает заюзать баллы на Feduk в ""Arbat Hall""...че делать?!",1
"дравствуйте. Я хотел бы оставить отзыв и задать вопрос. Отзыв: процесс использования бонусов неочевиден. Вопрос: как мне все-таки его завершить и купить билет на GusGus в ""1930 Moscow"" со скидкой?",1
"Привет! Непонятно. У меня есть баллы, но приложение vibe app пишет ""недостаточно бонусов для списания"". Билет на ""Электрофорез"" в ""Ласточке""",1
"Уважаемый SMM-менеджер, не сочтите за труд, объясните мне, пожалуйста, почему я не могу применить накопления на билет на Devendra Banhart в ""Эрарте"".",1
Проблема с бонусами. концер в зеленый театр.. нет поля для баллов.,1
Не могу оплатить баллами. заказ #735878.. опция неактивна.. дайте инструкцию.,1
Подскажите по заказу.! не дает списать бонусы.. дайте инструкцию.,1
Вопрос по баллам. есть 150 очков в vibeap.. нет поля для баллов.. дайте инструкцию.,1
"Есть 500 баллы., но не дает списать бонусы.. как оплатить?",1
Проблема с бонусами.! vibeapo не дает списать бонусы..,1
Проблема с бонусами.! опция неактивна.. как оплатить?,1
"Пытаюсь купить билет на markul., но функция недоступна не работает.",1
"Заказ #247743., но нет поля для баллов.. что это?",1
"Концерт три дня дождя в клуб 1930., но не дает списать бонусы.. как оплатить?",1
Проблема с бонусами. концерт томи кэша в мутаборе.. не дает списать бонусы.. дайте инструкцию.,1
Проблема с бонусами.! опция неактивна.. что делать?,1
Подскажите по заказу. есть 150 баллы.. опция неактивна.. что делать?,1
"Пытаюсь купить билет оплтив баллами., но опция неактивна.. дайте инструкцию.",1
Не могу оплатить баллами.! где кнопка списания?. что делать?,1
"Привет, дайте пж-ста интсрукцию по списанию баллов в вашем приложении",1
нет поля для баллов.. дайте инструкцию.,1
"Есть 500 баллы., но нет поля для спсиания баллов.. дайте инструкцию.",1
"админ, лол. у вас в приложении вайба чтобы баллы потратить, надо квест пройти? я уже сдался. билет на Grimes в Music Media Dome",1
"админ, сос) как оплатить баллами заказ в вайбе?",1
Подскажите по заказу.! где кнопка списания бонусных баллоы?. как оплатить?,1
Проблема с бонусами. пытаюсь купить билет на markul.. опция неактивна.. дайте инструкцию.,1
"привет! не могу списать баллы в вайбе, что делать?!",1
вайб не дает списать бонусы.. как оплатить?,1
"Есть 1200 накопленные баллы., но опция неактивна.. дайте инструкцию.",1
Проблема с бонусами. пытаюсь купить. опция неактивна.. дайте инструкцию.,1
Вопрос по баллам. заказ #889250.. не дает списать бонусы.. что делать?,1
Проблема с бонусами... не дает списать бонусы.. что делать?,1
"дмин, у вас в вайбэппе баг на ласт боссе. Дохожу до финальной оплаты билета на Hotline Miami в Atmosphere Moscow, жму ""применить бонусы"", и вылетает ачивка ""Ошибка 404"". Это такая пасхалка или мне просто не везет?",1
"Команда Vibe, добрый день. Не могли бы вы прояснить один момент. Я пытаюсь купить билеты на Woodkid в MusicHall27 (Уфа), но не могу использовать баллы. Существует ли какой-то ""черный список"" мероприятий, на которые не распространяется программа лояльности? Хотелось бы видеть эту информацию до того, как дойдешь до оплаты.",1
"Есть 300 бонусные баллы., но опция неактивна.. это баг?? когда пофиксят",1
Подскажите по заказу. пытаюсь тикеты на ивент в новосибе...но.. не дает списать бонусы.. что делать?!!,1
Проблема с бонусами.! не дает списать бонусы.. что делать?,1
Подскажите по заказу.! нет поля для баллов.. их списания,1
"Администратор, помогите решить проблему. Покупаю 4 билета на Би-2 в МТС Live Арена. У меня на счету 2000 баллов. Система позволяет списать только 500. Почему? Я хочу использовать все доступные бонусы.",1
Вопрос по баллам.! нет поля для баллов.. что делать в вайбе!!/,1
Подскажите по заказу. пытаюсь купить билетики.. нет поля для баллов.. дайте инструкцию.,1
"Концерт Евы Польны и Юрия Усачева в зеленый театр., но не дает списать бонусы.. дайте инструкцию.",1
"Заказ #601637., но не дает списать бонусы.. как оплатить?",1
Вопрос по баллам. пытаюсь купить билет на бьонсе. трибьют.. опция неактивна.. дайте инструкцию.,1
Не могу оплатить баллами. заказ #121447.. опция неактивна.. как оплатить?,1
Подскажите по заказу.! опция списания баллоы неактивна.. как оплатить?,1
Проблема с бонусами. есть 1200 очков.. опция неактивна.. что за фигня?,1
"Подскажите по заказу.! нет поля для баллов.. дайте инструкцию.Слушайте, ребята из Vibe, я ваш фанат со времен, когда вы еще были маленьким стартапом. И я дико расстроен. Я специально копил баллы, чтобы пойти на концерт Земфиры во дворце спорта ""Мегаспорт"". А теперь, когда я пытаюсь их потратить, ваш хваленый функционал просто не работает. Ощущение, будто меня обманули.",1
Проблема с бонусами. пытаюсь купить тикеты.. опция неактивна.. что делать?,1
Не могу оплатить баллами. пытаюсь купить билет.. нет поля для баллов.. как оплатить?,1
"Концерт нойза в vk stadium., но нет поля для баллов.. это баг или фича?",1
Проблема с бонусами. есть 500 опция неактивна.. это баг или фича?,1
Не могу оплатить баллами. концерт avg в клуб 1930.. не дает списать бонусы.. что делать?,1
Подскажите по заказу. билеты в театр.. не дает списать бонусы.. это баг или фича?,1
Не могу оплатить баллами. пытаюсь купить билет на фейса.. не дает списать бонусы.. дайте инструкцию.,1
Не могу оплатить баллами. концерт!l.. опция неактивна.. как оплатить?,1
Вопрос по баллам. есть 300 накопленные баллы.. опция неактивна.. что делать?,1
"Есть 500 балав, но нет поля для баллов.. дайте инструкцию.",1
"Пытаюсь купить билет., но нет поля для баллов.. что делать?",1
Подскажите по заказу.! не дает списать бонусы.. ,1
Не могу оплатить баллами.! не дает списать бонусы.. дайте инструкцию.,1
"Пытаюсь купить билет на 5opka., но нет поля для баллов.. что делать?",1
Проблема с бонусами.! не дает списать бонусы.. что делать?,1
Не могу оплатить баллами. ивент в adrenaline stadium.. нет поля для баллов.. как оплатить?,1
Вопрос по баллам. пытаюсь купить билет на три дня дождя.. не дает списать бонусы.. как оплатить?,1
"Привет, админ. А можно накопленными в вайбэппе баллами оплатить подписку на Нетфликс?",0
Как потратить бонусы на донат любимому стримеру?,0
"Ребята из Vibe, а вы принимаете к оплате за шаурму бонусные баллы?",0
Можно ли списать баллы на покупку скинов в Counter-Strike?,0
"Смм-щик, подскажи, где у вас в приложении опция ""оплатить баллами коммуналку""?",0
"Хочу заказать пиццу на дом, могу ли я использовать для этого баллы vibe app?",0
Как мне баллами за билет на LSP оплатить такси до дома после концерта?,0
"Админ, а можно бонусы в биткоины перевести?",0
Привет! У вас есть партнерская программа с зоомагазинами? Хочу потратить баллы на корм для кота.,0
Как баллами пополнить баланс мобильного телефона?,0
"Админ, сколько нужно баллов, чтобы вернуть мне мой 2007-й?",0
"Как потратить бонусы на то, чтобы сдать сессию на отлично?",0
"Здравствуйте. Могу ли я списать баллы, чтобы поднять себе настроение?",0
"Команда вайба, а можно баллами оплатить хорошую погоду в день концерта",0
Принимаете ли вы бонусы в качестве извинений перед моей бывшей?,0
Как конвертировать баллы в социальный рейтинг?,0
"Смм-щик, помоги. Не могу найти, где списать баллы, чтобы в моей жизни наконец-то началась белая полоса.",0
Привет. А можно баллами Vibe оплатить пиво в баре на концерте Oxxxymiron?,0
"Админ, как потратить бонусы, чтобы пройти за кулисы к Shortparis?",0
"Здравствуйте. Хочу списать баллы на то, чтобы Noize MC со сцены передал мне привет.",0
Можно ли обменять бонусы на автограф Хаски?,0
"Смм-щик, а если я спишу все свои баллы, вы можете попросить Дельфина исполнить мою любимую песню?",0
"Админ, дай инструкцию, как вывести все мои бонусные баллы с вайбэппа на карту Сбербанка.",0
"Продам 3000 бонусов. Админ, помоги найти покупателя.",0
Можно ли баллами погасить часть ипотечного кредита?,0
Как потратить синие баллы на фиолетовый билет?,0
"Здравствуйте. Могу ли я списать бонусы, чтобы мой кот перестал орать по ночам?",0
"Админ, принимаю в дар баллы. Скидывайте сюда.",0
Спасибо за баллы,0
"Админ, когда розгрыш баллов",0
мне нужны баллы!,0
"сммщик, когда конкурс на баллы?)",0
"что делать, если я потратил все баллы",0
я депнул баллы...,0
срочно конкурс на 300 баллов!,0
"нужны баллы) админ, помоги)",0
вот бы выиграть баллы в розыгрыше вайба,0
"адмиин, ты супер, начислишь баллы?)",0
ТРЕБУЮТСЯ РАБОТНИКИ НА 300 БАЛЛОВ. ВАЙБЕ,0
НАЧИСЛЮ БАЛЛЫ КАЖДОМУ,0
АДМИИН ДАРИТ БАЛЛЫ,0
"
Здравствуйте. Я попал в какой-то замкнутый круг: не могу войти в vibeapp, нажимаю 'забыли пароль', получаю на почту ссылку, меняю пароль, пробую с ним войти - и мне снова пишет 'неверный пароль'.",1
"Админ, помоги СРОЧНО! У меня билеты на сегодняшний концерт в Крокусе, до него три часа, а меня выкинуло из приложения! Пытаюсь войти — не пускает. Что делать, как мне билеты показать на входе?!?",1
"Добрый вечер. Столкнулся с проблемой при попытке входа через MTS ID. Нажимаю на кнопку, меня перебрасывает на страницу авторизации МТС, я ввожу свои данные, подтверждаю вход. После этого меня возвращает в приложение Vibe, но я так и остаюсь на главном экране входа, авторизация не происходит. Пробовал несколько раз, результат один и тот же.",1
"Помогите, пожалуйста, разобраться. У меня две сим-карты, одна рабочая, другая личная. Я совершенно не помню, на какую из них регистрировал аккаунт в вайбэппе. Пытаюсь войти по одной пишет 'пользователь не найден'. Пытаюсь по другой та же история. Возможно ли как-то по имени или почте узнать, какой номер телефона привязан к моему профилю с билетами?",1
"Пытаюсь войти в свой профиль по номеру телефона. Приложение пишет, что отправило СМС с кодом подтверждения, но мне ничего не приходит уже минут 20. Проверял и спам, и черные списки, перезагружал телефон всё бесполезно. Связь работает отлично.",1
"Я был авторизован в приложении Vibe несколько месяцев, все было отлично. Сегодня открываю, а я вышел из аккаунта. Пытаюсь ввести свой номер телефона, который точно правильный, но приложение пишет пользователь не найден. Мой аккаунт удалили?",1
"Админ, превет. Ни магу вайти в свой акаунт в вайбепе. Пишыт ашыбка авторизацыи. Я уже все перепробывал, не палучается. Памагите.",1
"Непонятная проблема со входом в ваше приложение На iPhone 14 все работает, а на iPad приложение vibe app после попытки входа просто показывает белый экран и висит. Оба устройства на одной учетке.",1
"Я на 100% уверен, что ввожу верный код из СМС. Я копирую его прямо из сообщения и вставляю в поле. Но именно ваше приложение Vibe утверждает, что код неверный. Я уже три новых кода запросил, проблема точно на вашей стороне.",1
"Здравствуйте! Мне приходит СМС с кодом для входа, но с такой задержкой (минуты через 2-3), что к этому моменту время на его ввод на экране уже истекает, и приходится запрашивать новый. Получается бесконечный цикл, войти невозможно",1
"Перестали приходить СМС с кодом для входа в аккаунт. Вообще. Звонил своему оператору, они говорят, что никаких блокировок с их стороны нет. Это какая-то проблема с вашим сервисом отправки?",1
"Добрый день, команда Vibe! Столкнулся с небольшими трудностями при входе в свой профиль. Был бы очень признателен, если бы вы помогли мне восстановить доступ. Спасибо!",1
"лол, сммщик, у вас баг на баге. мало того, что код не принимало, так после сброса вообще пишет, что мой на мой номер не приходит код. вы там рофлите?",1
На старом андроиде в вайбап заходит без проблем. На новом айфоне — никак. В чем может быть дело? Приложение обновлено до последней версии,1
"Я три дня не могу войти в свой аккаунт. Если сегодня проблема не решится, я просто удалю ваше приложение и буду покупать билеты в другом месте, благо сервисов сейчас хватает",1
"Не могу войти в прилодение, скиньте бота с билетами",1
"Здравствуйте. Пытаюсь войти в свой аккаунт vibeapp по номеру телефона. Приложение сообщает, что код отправлен, но СМС не приходит. Жду уже 10 минут",1
"Админ, добрый вечер. У вас для входа должен поступать звонок с кодом, верно? Мне ничего не поступает. Пробовал несколько раз, перезагружал телефон. Тишина.",1
"Выбираю вход через MTS ID. Появляется экран загрузки, который висит секунд 30, а потом просто возвращает на главный экран входа. Никаких пушей, СМС или звонков не приходит, авторизация не происходит.",1
"Помогите, пожалуйста! У меня сегодня вечером концерт, билеты в приложении, а я не могу войти! Код подтверждения на телефон просто не отправляется! Что делать в такой ситуации?",1
"Добрый день. Прежде чем вы спросите: я уже проверил связь (полная антенна), перезагрузил телефон и убедился, что номер введен правильно (+7...). СМС с кодом от Vibe все равно не доходит. Проблема точно не на моей стороне",1
"йоу, сммщик. чет код на мобилу не летит. хочу в акк вайба зайти, а не могу. пофиксите пж это",1
"Подскажите, пожалуйста, у вас сейчас нет каких-то глобальных проблем с отправкой кодов для входа? Ни мне, ни моей подруге не приходят сообщения. Хотим понять, это нам ждать или проблема массовая.",1
превет. не приходет званок с кодом для входа в вайбеп. я правельно номер ввожу. памагите.,1
"Я запросил код для входа уже раз семь за последние полчаса. Ни один не пришел. Может, у вас стоит какой-то лимит на количество запросов и система меня заблокировала?",1
"Админ, такой вопрос. Я не могу получить код. А есть вероятность, что я регистрировал аккаунт на свой старый номер телефона, к которому уже нет доступа? Как можно проверить или сменить номер, привязанный к профилю?",1
"Админ, SOS! Я стою у входа в Adrenaline Stadium на концерт SALUKI, меня не пускают без QR-кода! Не приходит СМС от vibeapp, я не могу войти в свой аккаунт! Что делать, очередь уже напирает!",1
"Здравствуйте. Уже минут 15 не могу получить код для входа. У вас же, кажется, есть бот в телеграме, где можно посмотреть свои билеты? Не могли бы вы, пожалуйста, скинуть на него ссылку?",1
"СММ-щик, помоги! Стою возле VK Stadium на Лепса, концерт вот-вот начнется, а код верификации не приходит! Есть какой-то бот или другой способ показать билет?! Охрана не пускает!",1
"Я устал пытаться войти в ваше приложение. Код не приходит. Либо вы сейчас даете мне ссылку на бота с моими билетами на Cream Soda, либо я пишу жалобу и оформляю возврат.",1
"йоу админ вайба я у входа в Gipsy на Loqiemean и тут такой кринж, код на мобилу не летит. меня щас не пустят. есть варики как-то по-другому билет чекнуть?",1
"Добрый вечер. Я нахожусь у входа в Crocus City Hall на Ольгу Бузову (МАЛО ПОЛОВИН МАЛО МАЛО ПОЛОВИН ЮХУУУ). К сожалению, столкнулся с проблемой не поступает звонок с кодом для входа в приложение. Не могли бы вы оперативно помочь?",1
"Команда Vibe, ваша авторизация через MTS ID сегодня не работает. Просто бесконечная загрузка. Как мне теперь посмотреть свой билет на ""Кино""?",1
"Я не хочу больше выяснять, почему не приходит код. Просто дайте мне работающий способ увидеть мой билет на ""Арию"" в ""ВТБ Арена"". Скиньте ссылку на бота.",1
Админ!! я возле клуба 1930 Moscow на Монеточку!! не приходет код памагите меня не пускают!!,1
"Здравствуйте. Не могу войти в приложение, код не приходит. Помню, раньше пользовался вашим ботом, там все было просто. Он еще работает? Можно ссылку? Билет на Руки Вверх! в Лужниках ",1
"Я у входа на L'One в ""Мегаспорте"". Код не приходит. Сеть LTE полная, телефон - последний iPhone, приложение переустановлено. Проблема 100% на вашей стороне. Как мне получить доступ к билету ",1
Привет. Не могу залогиниться. У вас есть бот с билетами?,1
"Я опоздаю на концерт Басты в ""Лужниках"" из-за вашего приложения! Я уже 20 минут стою у ворот и не могу получить код! Что за сервис?!",1
"сммщик, чет я задолбался с вашим приложением. код не приходит. дай ссылку на бота, где тикеты на HammAli & Navai лежат)!",1
"Добрый день. У меня через 2 часа концерт Дианы Арбениной в БКЗ ""Октябрьский"". Я заранее решил проверить билеты и понял, что не могу войти (звонок не поступает). Чтобы не нервничать у входа, прошу вас выслать мне ссылку на бота!! ",1
"Здравствуйте. Я у входа на Ленинград в ""Открытие Арена"". Возникла небольшая заминка, не приходит СМС для входа. Не тороплю, но буду признателен за быструю помощь.",1
"Ваше приложение - это просто кошмар. Почему я должен искать какие-то обходные пути вроде бота, чтобы просто увидеть свой билет на ""Сплин""? Дайте ссылку, раз по-нормальному не работает",1
"Админ, дай бота пажалуста для билетав. Код не приходит в вайбеп. Билет на ДДТ.",1
"Я стою на входе в ""MТС Live Холл"" на Полину Гагарину. Либо вы через минуту решаете проблему с кодом, либо я вызываю администратора площадки и будем решать вопрос по-другому.",1
"Привет! Не приходит код. Слышал, что билеты дублируются в какого-то бота. Это правда? Если да, как его найти?",1
"Ваша система MTS ID - ужас. Ничего не работает, никуда не перенаправляет. Не могу войти в ваше тупое приложение. Как мне теперь попасть на ANNA ASTI?",1
"Прошу прощения за беспокойство. Я уже у входа в ""Зеленый театр"" на ""Браво"", и, как назло, не приходит звонок для верификации. Буду безмерно благодарен за любую помощь.",1
Здравствуйте. Не могу войти. Скиньте бота с билетами!,1
"ребята из вайба, это рофл? стою у главклуба на Дору, а в акк не пускает. дайте ссылку на бота вайба, иначе фидбэк будет так себе.",1
"Помогите! Я у дверей клуба ""16 Тонн"" на ""Альянс"", тут всего один охранник, и он меня без билета не пустит. Код не приходит, что делать?!",1
"Добрый день. Опять не приходит код. Уже не первый раз. Не будем тратить время, просто пришлите, пожалуйста, актуальную ссылку на вашего телеграм-бота с билетами.",1
"АДМИН! Я на входе на фестиваль ""Signal""! Тут тысячи людей! У меня не грузится вход в приложение, код не приходит! Меня сейчас просто снесет толпа!",1
"пачиму не работает ваше прилажение?? я не магу вайти! дайте ссылку на бота где мой билет на ""Мумий Тролль""!!!!!!!!",1
"Привет. Мой друг стоит у входа в ""Yotaspace"" на Thirteen Senses, у него не приходит код.",1
"Здравствуйте. Столкнулся с проблемой отсутствия СМС для входа. Думаю, многим бы помогло, если бы вы в самом приложении на экране входа давали ссылку на бота как на резервный способ доступа. А пока, не могли бы вы мне ее прислать?",1
"Добрый день, команда Vibe. Столкнулся с невозможностью авторизации и, кажется, могу предоставить подробный фидбэк. Проблема: не приходит СМС с кодом. Тестировал на двух устройствах: iPhone 15 Pro (iOS 18.2, версия приложения 3.4.1) и Google Pixel 8 (Android 15, та же версия приложения). Проверял на разных сетях: домашний Wi-Fi (Ростелеком) и LTE (МТС). Результат идентичен. Запросы уходят, судя по логам моего файрвола, но ответный СМС не поступает. Оператор связи (МТС) утверждает, что никаких блокировок на короткие номера у меня нет. Есть подозрение, что проблема либо в вашем СМС-шлюзе, либо в некорректной маршрутизации запросов для моего номера. Билеты на Amon Tobin в клубе ""Аврора"". Прошу передать информацию в технический отдел.",1
"Помогите, умоляю! Я купила в подарок дочке и ее подругам три билета на концерт группы ""Щенки"" в ""ГлавClub"". Дочь с подругами уже на пути к клубу, а я не могу войти в свой аккаунт, чтобы переслать им QR-коды! Я нахожусь дома, пытаюсь войти в вайбэпп по своему номеру, но звонок для верификации просто не поступает. Я перезагружала телефон, выходила на балкон для лучшей связи — ничего! Девочки в панике, звонят мне каждые две минуты. Что мне делать? Я не могу так их подвести, это был сюрприз на день рождения! Есть ли хоть какой-то способ получить доступ к этим билетам прямо сейчас?",1
"Здравствуйте. У меня сложная ситуация. Около месяца назад я сменил номер телефона, но, кажется, забыл обновить его в своем профиле Vibe. Сейчас я пытаюсь войти в аккаунт, чтобы скачать билеты на Oleg Kostrow в ""Powerhouse"", и, естественно, код уходит на мой старый, уже неактивный номер. Доступа к старой сим-карте у меня нет. Я помню почту, на которую мог бы быть зарегистрирован аккаунт, и могу предоставить любые данные для подтверждения личности. Как мне теперь поступить, чтобы сменить привязанный номер и получить доступ к своему профилю?",1
"Уважаемая поддержка. Я, как представитель компании ""ТехноСтрой"", совершал покупку 15 билетов на концерт ""Каспийский Груз"" в ""Известия Hall"" (заказ #912324). Билеты находятся в моем личном кабинете, из которого меня выкинуло. При попытке входа через MTS ID система выдает ошибку ""Сервис временно недоступен"". Мне необходимо срочно разослать билеты коллегам. Проблема сохраняется уже третий час. Прошу предоставить альтернативный способ доступа к моему заказу или решить проблему с авторизацией в приоритетном порядке.",1
"Админ, я хочу, чтобы вы услышали крик души. Я пытаюсь войти в приложение, чтобы попасть на концерт Дениса Мацуева в ""Зарядье"". И ваш процесс авторизации - это просто квинтэссенция плохого UX. Во-первых, кнопка входа через MTS ID никак визуально не реагирует на нажатие, заставляя пользователя сомневаться, сработало ли оно. Во-вторых, после ввода номера телефона нет никакого таймера обратного отсчета для кода, что дезориентирует. И вишенка на торте мне так и не пришел звонок. Я понимаю, что вы SMM, а не разработчик, но, пожалуйста, передайте команде, что такой базовый функционал не должен вызывать столько боли у пользователя.",1
"Помогите! У меня паника! Я не могу войти в свой аккаунт вайба, а у меня там билетов на полгода вперед! И на Теодора Курентзиса в филармонии, и на ""АукцЫон"" в ДК Горбунова, и на ЦМХ в ""Мутаборе"", и еще на кучу всего! Я коллекционирую походы на концерты. При попытке входа по номеру просто ничего не происходит, код не приходит. Я боюсь, что все мои покупки просто исчезли. Можете ли вы проверить, что мой аккаунт вообще существует и с ним все в порядке?",1
"Добрый вечер. Я пишу от имени своего друга, он сейчас за рулем, попросил меня разобраться. Он не может войти в свой аккаунт vibeapp, чтобы посмотреть номер парковки на концерте Басты в ""Лужниках"". Он вводит свой номер, но ни СМС, ни звонка нет. Мы уже все перепробовали: и интернет переключали с Wi-Fi на LTE, и телефон перезагружали. Ничего не помогает. Можете проверить, есть ли какие-то проблемы с его номером? Я могу продиктовать.",1
"Я стою у входа в Base на The Hatters. Очередь движется, я уже почти у охраны. Открываю ваше приложение вайб, а я разлогинен. Ввожу номер, жду код — его нет. Пробую снова — нет. Сердце колотится, музыка уже слышна. Люди сзади напирают. Админ, есть хоть какой-то способ решить это за 60 секунд? Может, по номеру заказа можно как-то пройти? У меня есть скриншот из почты с подтверждением покупки!",1
"Здравствуйте. У меня оператор ""Yota"", и я систематически не получаю от вас СМС с кодами для входа. От всех других сервисов все приходит моментально. Похоже, у вашего СМС-шлюза какие-то проблемы с отправкой именно на этого оператора. Раньше я мог войти через звонок, но сейчас и звонки перестали поступать. Разберитесь, пожалуйста. Я не могу получить доступ к билетам ",1
Привет. Не приходит звонок для верификации номера. Билет на Аквариум в БКЗ Октябрьский.,1
"СММ-щик, что за дела? Почему вайбапп не отправляет код на мой номер?!",1
"На старом телефоне Xiaomi все работало, на новом Realme не приходит код...",1
"Админ, я уже 40 минут жду СМС. Концерт ""Би-2"" в Ледовом",1
"Команда Vibe, ваш сервис авторизации через MTS ID лежит? Не могу войти.",1
"Не удается авторизоваться в приложении вайб, код не приходит.",1
не приходит смска от вайбэппа. тикет на Feduk горит.,1
"Помогите, пожалуйста, я не могу войти в свой профиль.",1
"Что делать, если не приходит звонок от Vibeapp?",1
"Я ввожу свой номер, но код для входа на Zемфира в ""Мегаспорте"" не приходит...",1
превет. не магу зайти. код нету.,1
"Объясните, почему может не приходить код для входа? Оператор Билайн.",1
Vibe app не отправляет звонок на мой номер.,1
"Как мне войти в приложение, если код не приходит? Концерт ""Мураками"" в Уфе!",1
Не могу завершить авторизацию в vibe. Сообщение с кодом так и не пришло.,1
"Админ, есть инфа о массовом сбое? Ни я, ни друг не можем получить код",1
"Я в другой стране, может поэтому СМС не доходит? Билет на Касту в Тбилиси.",1
"У вас есть бот с билетами? Не могу залогиниться, а концерт ""Сплин"" уже скоро.",1
"Мой номер +7(926)*******. Проверьте, пожалуйста, почему на него не приходят коды.",1
"лол, админ, походу я в черном списке у вашего робота. звонка нет для входа в вайб",1
"Я стою у входа в ""Космонавт"" на ""Кирпичи""! Не приходит код! Помогите!",1
"Приложение пишет ""превышено количество попыток отправки кода"". Сколько ждать?",1
После обновления вайбэппа перестали приходить коды,1
"СММ-щик, ау! Мне нужен мой билет на Manizha! Код не отправляется!!!",1
Не поступает звонок с кодом для входа в приложение.,1
памагите вайти в прилажение. нет кода.,1
"Код пришел, но с опозданием в 10 минут, и он уже недействителен",1
"Может я не тот номер ввожу? Как проверить, на какой номер зареган акк?",1
